"Id
===
Id
===
int-c","目标方案名称
===
Name
===
string-c","目标方案描述
===
Desc
===
string-c","目标计算的中心点
===
PointName
===
string-c","中心点X轴偏移量
===
StartPointX
===
float-c","中心点Y轴偏移量
===
StartPointY
===
float-c","中心点Z轴偏移量
===
StartPointZ
===
float-c","目标阵营
===
TargetClass
===
int-c","是否选择死亡单位
===
IsSelectDead
===
bool-c","目标选择脚本名
===
TargetScript
===
string-c","脚本参数0
===
ParamValues0
===
string-c","脚本参数1
===
ParamValues1
===
string-c","脚本参数2
===
ParamValues2
===
string-c","脚本参数3
===
ParamValues3
===
string-c","脚本参数4
===
ParamValues4
===
string-c","脚本参数5
===
ParamValues5
===
string-c"
1426,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,90,-1,-1,-1
1427,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,95,-1,-1,-1
1428,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,100,-1,-1,-1
1429,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,105,-1,-1,-1
1430,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,110,-1,-1,-1
1431,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,115,-1,-1,-1
1432,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,9.5,20,120,-1,-1,-1
1433,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,5,-1,-1,-1
1434,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,10,-1,-1,-1
1435,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,15,-1,-1,-1
1436,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,20,-1,-1,-1
1437,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,25,-1,-1,-1
1438,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,30,-1,-1,-1
1439,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,35,-1,-1,-1
1440,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,40,-1,-1,-1
1441,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,45,-1,-1,-1
1442,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,50,-1,-1,-1
1443,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,55,-1,-1,-1
1444,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,60,-1,-1,-1
1445,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,65,-1,-1,-1
1446,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,70,-1,-1,-1
1447,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,75,-1,-1,-1
1448,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,80,-1,-1,-1
1449,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,85,-1,-1,-1
1450,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,90,-1,-1,-1
1451,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,95,-1,-1,-1
1452,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,100,-1,-1,-1
1453,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,105,-1,-1,-1
1454,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,110,-1,-1,-1
1455,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,115,-1,-1,-1
1456,圆柱扇形,-1,self,0,0,0,1,1,SkillTargetScript_CollideSector2,10,20,120,-1,-1,-1
#矩形判定,,,,0,0,0,,1,,,,,,,
5001,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,1,0,-1,-1
5002,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,1.5,0,-1,-1
5003,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,2,0,-1,-1
5004,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,2.5,0,-1,-1
5005,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,3,0,-1,-1
5006,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,3.5,0,-1,-1
5007,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,4,0,-1,-1
5008,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,4.5,0,-1,-1
5009,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,5,0,-1,-1
5010,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,5.5,0,-1,-1
5011,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,6,0,-1,-1
5012,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,6.5,0,-1,-1
5013,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,7,0,-1,-1
5014,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,7.5,0,-1,-1
5015,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,8,0,-1,-1
5016,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,8.5,0,-1,-1
5017,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,9,0,-1,-1
5018,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,9.5,0,-1,-1
5019,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1,10,0,-1,-1
5020,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,1,0,-1,-1
5021,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,1.5,0,-1,-1
5022,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,2,0,-1,-1
5023,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,2.5,0,-1,-1
5024,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,3,0,-1,-1
5025,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,3.5,0,-1,-1
5026,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,4,0,-1,-1
5027,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,4.5,0,-1,-1
5028,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,5,0,-1,-1
5029,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,5.5,0,-1,-1
5030,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,6,0,-1,-1
5031,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,6.5,0,-1,-1
5032,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,7,0,-1,-1
5033,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,7.5,0,-1,-1
5034,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,8,0,-1,-1
5035,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,8.5,0,-1,-1
5036,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,9,0,-1,-1
5037,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,9.5,0,-1,-1
5038,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,1.5,10,0,-1,-1
5039,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,1,0,-1,-1
5040,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,1.5,0,-1,-1
5041,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,2,0,-1,-1
5042,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,2.5,0,-1,-1
5043,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,3,0,-1,-1
5044,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,3.5,0,-1,-1
5045,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,4,0,-1,-1
5046,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,4.5,0,-1,-1
5047,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,5,0,-1,-1
5048,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,5.5,0,-1,-1
5049,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,6,0,-1,-1
5050,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,6.5,0,-1,-1
5051,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,7,0,-1,-1
5052,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,7.5,0,-1,-1
5053,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,8,0,-1,-1
5054,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,8.5,0,-1,-1
5055,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,9,0,-1,-1
5056,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,9.5,0,-1,-1
5057,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2,10,0,-1,-1
5058,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,1,0,-1,-1
5059,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,1.5,0,-1,-1
5060,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,2,0,-1,-1
5061,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,2.5,0,-1,-1
5062,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,3,0,-1,-1
5063,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,3.5,0,-1,-1
5064,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,4,0,-1,-1
5065,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,4.5,0,-1,-1
5066,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,5,0,-1,-1
5067,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,5.5,0,-1,-1
5068,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,6,0,-1,-1
5069,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,6.5,0,-1,-1
5070,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,7,0,-1,-1
5071,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,7.5,0,-1,-1
5072,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,8,0,-1,-1
5073,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,8.5,0,-1,-1
5074,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,9,0,-1,-1
5075,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,9.5,0,-1,-1
5076,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,2.5,10,0,-1,-1
5077,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,1,0,-1,-1
5078,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,1.5,0,-1,-1
5079,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,2,0,-1,-1
5080,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,2.5,0,-1,-1
5081,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,3,0,-1,-1
5082,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,3.5,0,-1,-1
5083,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,4,0,-1,-1
5084,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,4.5,0,-1,-1
5085,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,5,0,-1,-1
5086,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,5.5,0,-1,-1
5087,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,6,0,-1,-1
5088,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,6.5,0,-1,-1
5089,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,7,0,-1,-1
5090,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,7.5,0,-1,-1
5091,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,8,0,-1,-1
5092,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,8.5,0,-1,-1
5093,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,9,0,-1,-1
5094,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,9.5,0,-1,-1
5095,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3,10,0,-1,-1
5096,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,1,0,-1,-1
5097,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,1.5,0,-1,-1
5098,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,2,0,-1,-1
5099,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,2.5,0,-1,-1
5100,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,3,0,-1,-1
5101,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,3.5,0,-1,-1
5102,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,4,0,-1,-1
5103,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,4.5,0,-1,-1
5104,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,5,0,-1,-1
5105,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,5.5,0,-1,-1
5106,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,6,0,-1,-1
5107,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,6.5,0,-1,-1
5108,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,7,0,-1,-1
5109,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,7.5,0,-1,-1
5110,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,8,0,-1,-1
5111,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,8.5,0,-1,-1
5112,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,9,0,-1,-1
5113,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,9.5,0,-1,-1
5114,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,3.5,10,0,-1,-1
5115,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,1,0,-1,-1
5116,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,1.5,0,-1,-1
5117,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,2,0,-1,-1
5118,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,2.5,0,-1,-1
5119,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,3,0,-1,-1
5120,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,3.5,0,-1,-1
5121,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,4,0,-1,-1
5122,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,4.5,0,-1,-1
5123,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,5,0,-1,-1
5124,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,5.5,0,-1,-1
5125,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,6,0,-1,-1
5126,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,6.5,0,-1,-1
5127,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,7,0,-1,-1
5128,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,7.5,0,-1,-1
5129,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,8,0,-1,-1
5130,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,8.5,0,-1,-1
5131,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,9,0,-1,-1
5132,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,9.5,0,-1,-1
5133,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4,10,0,-1,-1
5134,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,1,0,-1,-1
5135,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,1.5,0,-1,-1
5136,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,2,0,-1,-1
5137,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,2.5,0,-1,-1
5138,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,3,0,-1,-1
5139,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,3.5,0,-1,-1
5140,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,4,0,-1,-1
5141,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,4.5,0,-1,-1
5142,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,5,0,-1,-1
5143,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,5.5,0,-1,-1
5144,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,6,0,-1,-1
5145,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,6.5,0,-1,-1
5146,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,7,0,-1,-1
5147,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,7.5,0,-1,-1
5148,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,8,0,-1,-1
5149,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,8.5,0,-1,-1
5150,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,9,0,-1,-1
5151,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,9.5,0,-1,-1
5152,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,4.5,10,0,-1,-1
5153,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,1,0,-1,-1
5154,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,1.5,0,-1,-1
5155,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,2,0,-1,-1
5156,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,2.5,0,-1,-1
5157,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,3,0,-1,-1
5158,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,3.5,0,-1,-1
5159,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,4,0,-1,-1
5160,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,4.5,0,-1,-1
5161,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,5,0,-1,-1
5162,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,5.5,0,-1,-1
5163,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,6,0,-1,-1
5164,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,6.5,0,-1,-1
5165,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,7,0,-1,-1
5166,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,7.5,0,-1,-1
5167,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,8,0,-1,-1
5168,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,8.5,0,-1,-1
5169,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,9,0,-1,-1
5170,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,9.5,0,-1,-1
5171,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5,10,0,-1,-1
5172,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,1,0,-1,-1
5173,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,1.5,0,-1,-1
5174,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,2,0,-1,-1
5175,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,2.5,0,-1,-1
5176,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,3,0,-1,-1
5177,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,3.5,0,-1,-1
5178,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,4,0,-1,-1
5179,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,4.5,0,-1,-1
5180,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,5,0,-1,-1
5181,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,5.5,0,-1,-1
5182,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,6,0,-1,-1
5183,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,6.5,0,-1,-1
5184,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,7,0,-1,-1
5185,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,7.5,0,-1,-1
5186,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,8,0,-1,-1
5187,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,8.5,0,-1,-1
5188,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,9,0,-1,-1
5189,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,9.5,0,-1,-1
5190,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,5.5,10,0,-1,-1
5191,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,1,0,-1,-1
5192,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,1.5,0,-1,-1
5193,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,2,0,-1,-1
5194,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,2.5,0,-1,-1
5195,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,3,0,-1,-1
5196,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,3.5,0,-1,-1
5197,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,4,0,-1,-1
5198,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,4.5,0,-1,-1
5199,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,5,0,-1,-1
5200,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,5.5,0,-1,-1
5201,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,6,0,-1,-1
5202,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,6.5,0,-1,-1
5203,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,7,0,-1,-1
5204,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,7.5,0,-1,-1
5205,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,8,0,-1,-1
5206,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,8.5,0,-1,-1
5207,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,9,0,-1,-1
5208,矩形判定,-1,self,0,0,0,1,1,SkillTargetScript_CollideCapsule,1,6,9.5,0,-1,-1
