"Id
===
Id
===
int-cs","关键字符串
===
Key
===
string-c","文本
===
Value
===
string-c",
109020,GUIDE_PET_CFG_SELECT_EQUIP_BTN,选择装备,
109021,GUIDE_PET_CFG_SELECT_EQUIP_OK_BTN,确认,
109022,GUIDE_GROPE_MAIN_BTN,打开探索窗体,
109023,GUIDE_GROPE_PRIME_VIEW_BTN,点击查看,
109024,GUIDE_GROPE_PRIME_SWEEP_BTN,点击扫荡,
109025,GUIDE_GROPE_ADV_VIEW_BTN,点击查看,
109026,GUIDE_GROPE_ADV_SWEEP_BTN,点击扫荡,
109027,GUIDE_WORKSHOP_MAIN_BTN,打开作坊窗口,
109028,GUIDE_WORKSHOP_SELECT_EQUIP_BTN,选择装备,
109029,GUIDE_WORKSHOP_COMPOSE_OP_BTN,点击合成,
109030,GUIDE_HINT_TEXT,[A8CBCB]{0}[-],
#PVE副本挑战,,,
110000,PVE_CHALLENGE_LEVEL_1,ui_pve_btn_easy_{0},
110001,PVE_CHALLENGE_LEVEL_2,ui_pve_btn_normal_{0},
110002,PVE_CHALLENGE_LEVEL_3,ui_pve_btn_deluxe_{0},
110003,PVE_CHALLENGE_LEVEL_4,ui_pve_btn_hard_{0},
110004,PVE_CHALLENGE_LEVEL_5,ui_pve_btn_nightmare_{0},
110005,PVE_CHALLENGE_TEXT_LEVEL_1,初级,
110006,PVE_CHALLENGE_TEXT_LEVEL_2,中级,
110007,PVE_CHALLENGE_TEXT_LEVEL_3,高级,
110008,PVE_CHALLENGE_TEXT_LEVEL_4,困难,
110009,PVE_CHALLENGE_TEXT_LEVEL_5,噩梦,
110010,PVE_CHALLENGE_TIMES_NOT_ENOUGH,您要使用{0}钻石重置关卡关卡挑战次数吗？,
110011,PVE_RESET_COUNT_NOT_ENOUGH,您今日的重置次数已经用完,
110012,PVE_RESET_CD,您要使用50钻石跳过冷却时间,
110013,PVE_RESET_COUNT_VIP_LOW,您今日的重置次数已经用完，提升VIP等级到XX级可以增加重置次数,
110014,PVE_BUTTON_RESET_COUNT,重置,
110015,PVE_BUTTON_RESET_CD,[b]{0:D2}:{1:D2}:{2:D2}[/b]#n进入(50),
110016,PVE_BUTTON_ENTER,进入,
110017,PVE_CHALLENGE_ENABLE,可挑战,
110018,PVE_CHALLENGE_FINISHED,今日挑战结束,
110019,PVE_LEVEL_LIMIT,Lv{0}开启,
110020,PVE_REMAIN_CHALLENGE_COUNT,[937a75]今日剩余挑战次数[ffaf00] {0} [-]次[-],
110021,PVE_CAN_NOT_RESET_COUNT,不能进行重置,
110022,PVE_CAN_NOT_RESET_CD,不能重置冷却时间,
110023,PVE_SHOW_CD,({0:D2}:{1:D2}:{2:D2}),
#功能按钮名称,,,
200000,BUTTONTYPE_EQUIP_SUNTHETIC,装备合成,
200001,BUTTONTYPE_EQUIP_INTENSIFY,装备强化,
200002,BUTTONTYPE_GEM_SUNTHETIC,宝石合成,
200003,BUTTONTYPE_GEM_INLAY,宝石镶嵌,
#装备信息按钮名称,,,
200100,BUTTON_REPLACE_EQUIP,更换,
200101,BUTTON_UNLOAD_EQUIP,卸下,
200102,BUTTON_INTENSIFY_EQUIP,强化,
200103,BUTTON_GEM_INLAY,镶嵌,
200104,BUTTON_INSTALL_EQUIP,装备,
200105,BUTTON_CANCEL,取消,
#竞技场,,,
200200,PVP_WIN,胜利,
200201,PVP_WIN2,坚守,
200202,PVP_LOSE,失败,
200203,PVP_LOSE2,失守,
200204,PVP_PET_UNFULL,您的战队不足4人，是否继续？,
200205,PVP_PLAYER_RANK_CHANGE,该玩家排名已经变动，请重新选择,
200206,PVP_PLAYER_IN_PVP,该玩家正在战斗中，请重新选择,
200207,PVP_FIGHT_BUY_TIME,今日次数不足，是否消耗{0}石购买{1}次额外次数？,
200208,PVP_SWITCH_PLAYERS,换批对手,
200209,PVP_OPPOSITION_ATTACK,我方输出伤害,
200210,PVP_OPPOSITION_DEFEND,敌方输出伤害,
200211,PVP_CHALLENGE_ERROR,不能挑战,
200212,PVP_INNER_CLOD_TIME,处于冷却状态，是否清除冷却,
#VIP,,,
200300,VIP_RIGHT,特权,
200301,VIP_HIGH_GIFT,尊享礼包,
200302,VIP_CONTINUE_RECHARGE,再充值{0},
200303,VIP_RECEIVE,领取,
200304,VIP_RECEIVEED,已领取,
200305,VIP_UNRECEIVEED,未领取,
200306,VIP_RECEIVE_SUCCESS,领取成功,
200307,VIP_RECEIVE_FAIL,领取失败,
#RECHARGE,,,
200400,RECHARGE_TIP_EXTRA_TIME,{0}剩余时间{1}天内才能续费,
200401,RECHARGE_BUY_TIME,（限购{0}次）,
200402,RECHARGE_RESULT_SUCCESS,暂未开启充值功能,
200403,RECHARGE_RESULT_FAIL,充值失败,
#EXCHANGEMONEY,,,
200500,EXCHANGEMONEY_AGAIN_EXCHANGE_TIME,再摇钱{0}次下次必定暴击,
200501,EXCHANGEMONEY_TODAY_EXTRA_TIME,今日剩余摇钱次数{0},
200502,EXCHANGEMONEY_RESULT_SUCCESS,获得{0},
200503,EXCHANGEMONEY_RESULT_FAIL,摇钱失败,
200504,EXCHANGEMONEY_RESULT_CRIT,恭喜，本次摇钱触发{0}倍暴击，获得{1}奖励,
200505,EXCHANGEMONEY_AGAIN_EXCHANGE_TIME_2,本次摇钱必定暴击,
200506,EXCHANGEMONEY_DATA_FAIL,获取摇钱数据失败,
200507,EXCHANGEMONEY_ICON,icon_tree,
#成就,,,
200600,ACHIEVEMENT_PROGRESS,全成就进度：{0},
200601,ACHIEVEMENT_SUCCESS,恭喜你！完成了{0}成就！,
200602,ACHIEVEMENT_RECEIVE_FAIL,领取失败,
200603,ACHIEVEMENT_RECEIVE_SUCCESS,领取成功,
200604,ACHIEVEMENT_ITEM_PROGRESS,进度：{0}/{1},
#宝石名称,,,
200700,CN_DIAMOND_TYPE_0,赤戟石,
200701,CN_DIAMOND_TYPE_1,冥皇石,
200702,CN_DIAMOND_TYPE_2,补天石,
200703,CN_DIAMOND_TYPE_3,寒冰石,
200704,CN_DIAMOND_TYPE_4,火晶石,
200705,CN_DIAMOND_TYPE_5,青龙石,
200706,CN_DIAMOND_TYPE_6,破魂石,
200707,CN_DIAMOND_TYPE_7,全部,
#激活码,,,
200800,ACTIVE_CODE_RESULT_SUCCESS,兑换成功,
200801,ACTIVE_CODE_RESULT_FAIL_FOR_CODE,兑换失败，激活码不存在，请返回重写输入正确激活码,
200802,ACTIVE_CODE_RESULT_FAIL_RECEIVED_FOR_CODE,兑换失败，激活码已经被领取,
200803,ACTIVE_CODE_RESULT_FAIL_RECEIVED_FOR_GIFT,兑换失败，相同类型礼包已经领取,
200804,ACTIVE_CODE_RESULT_FAIL_RECEIVED_TIME_OUT,兑换失败，激活码已过有效期,
200805,ACTIVE_CODE_RESULT_SUCCESS_DESC,恭喜您，成功领取【{0}】，{1},
200806,ACTIVE_CODE,激活码,
#签到,,,
200900,SIGN_TOTAL,[abcdcd]{0}月已累计签到[-][ffc60d]{1}[-][abcdcd]天[-],
200901,SIGN_RETROACTIVE,[abcdcd]待补签[-][fb2a14]{0}[-][abcdcd]天[-],
200902,SIGN_RETROACTIVE_DAY,{0}号补签,
200903,SIGN_ENABLE_DAY,{0}号可签,
200904,SIGN_ALREADY_DAY,{0}号已签,
200905,SIGN_WAIT_DAY,{0}号待签,
200906,SIGN_VIP_AWARD,VIP{0}奖励,
200907,SIGN_RESULT_SUCCESS,签到成功！获得【{0}】 * {1},
200908,SIGN_RESULT_FAIL,签到失败,
200909,SIGN_SEQUENTIALREWARD_NAME,{0}日连续登陆奖励,
200910,SIGN_RETROACTIVE_DIALOG_TEXT,本月第{0}次补签，需要花费钻石{1},
200911,SIGN_RESULT_SUCCESS_SEVENDAY,七日连续登陆奖励！获得【{0}】 * {1},
200912,SIGN_RESULT_SUCCESS_RETROACTIVE,获得【{0}】 * {1},
200913,SIGN_RESULT_SUCCESS_VIP,签到成功！获得【{0}】 * {1}，成为VIP{2}领取双倍奖励,
200914,SIGN_RESULT_SUCCESS_VIP2,成功领取VIP{0}的双倍奖励,
200915,SIGN_ALREADY_SIGNUP,已签过到，成为VIP{0}领取双倍奖励,
200916,SIGN_RESULT_SUCCESS_VIP3,签到成功！获得【{0}】 * {1}，您是VIP{2}领取双倍奖励,
200917,SIGN_NOTE_0,1.每日签到可领取当日相应的奖励。,
200918,SIGN_NOTE_1,2.七日连续签到后可领取七日连续签到奖励。,
200919,SIGN_NOTE_2,3.特定日期中满足VIP等级条件，可获取对应的双倍奖励。,
200920,SIGN_NOTE_3,4.每日签到奖励在每天的5:00计算隔天，当天未签到领取的奖励，可以在当月进行补签领取。,
