"Id
===
Id
===
int-c","Ãû³Æ
===
Name
===
string-c","ÃèÊö
===
Desc
===
string-c","Í¼±ê
===
Icon
===
string-c","²»ÏÔÊ¾BUFF:-1;Buff:0;Debuff:1
===
BuffShowType
===
int-c","ÌØÐ§
===
Effect
===
int-c","ÓÑºÃ¶ÈÀàÐÍ
===
FriendType
===
int-c","»¥³âÀàÐÍ
===
Conflict
===
int-c","ÓÅÏÈ¼¶
===
Priority
===
int-c","·ÖÀà
===
LogicClass
===
int-c","³ÖÐøÊ±¼ä£¨Ãë£©
===
LastTime
===
float-c","Ð§¹û½Å±¾
===
ImpactScript
===
string-c","Ð§¹û²ÎÊý0
===
ParamValues0
===
string-c","Ð§¹û²ÎÊý1
===
ParamValues1
===
string-c","Ð§¹û²ÎÊý2
===
ParamValues2
===
string-c","Ð§¹û²ÎÊý3
===
ParamValues3
===
string-c","Ð§¹û²ÎÊý4
===
ParamValues4
===
string-c","Ð§¹û²ÎÊý5
===
ParamValues5
===
string-c","Ð§¹û²ÎÊý6
===
ParamValues6
===
string-c","Ð§¹û²ÎÊý7
===
ParamValues7
===
string-c","Ð§¹û²ÎÊý8
===
ParamValues8
===
string-c","Ð§¹û²ÎÊý9
===
ParamValues9
===
string-c"
11118021,¸«-Ðý·ç¸«Lv19-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1800.23
11118030,¸«-Ðý·ç¸«Lv19-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1800.23
11118031,¸«-Ðý·ç¸«Lv19-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1800.23
11118040,¸«-Ðý·ç¸«Lv19-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,2291.2
11119010,¸«-Ðý·ç¸«Lv20-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1501.77
11119011,¸«-Ðý·ç¸«Lv20-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1501.77
11119020,¸«-Ðý·ç¸«Lv20-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1835.5
11119021,¸«-Ðý·ç¸«Lv20-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1835.5
11119030,¸«-Ðý·ç¸«Lv20-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1835.5
11119031,¸«-Ðý·ç¸«Lv20-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1835.5
11119040,¸«-Ðý·ç¸«Lv20-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,2336.09
11200010,¸«-³å»÷Lv1-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,34.43
11200011,¸«-³å»÷Lv1-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,34.43
11200020,¸«-³å»÷Lv1-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,48.2
11200021,¸«-³å»÷Lv1-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,48.2
11200030,¸«-³å»÷Lv1-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,55.09
11200031,¸«-³å»÷Lv1-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,55.09
11200040,¸«-³å»÷Lv1-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,61.97
11201010,¸«-³å»÷Lv2-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,55.59
11201011,¸«-³å»÷Lv2-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,55.59
11201020,¸«-³å»÷Lv2-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,77.82
11201021,¸«-³å»÷Lv2-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,77.82
11201030,¸«-³å»÷Lv2-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,88.94
11201031,¸«-³å»÷Lv2-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,88.94
11201040,¸«-³å»÷Lv2-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,100.06
11202010,¸«-³å»÷Lv3-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,69.85
11202011,¸«-³å»÷Lv3-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,69.85
11202020,¸«-³å»÷Lv3-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,97.79
11202021,¸«-³å»÷Lv3-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,97.79
11202030,¸«-³å»÷Lv3-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,111.76
11202031,¸«-³å»÷Lv3-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,111.76
11202040,¸«-³å»÷Lv3-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,125.72
11203010,¸«-³å»÷Lv4-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,99.9
11203011,¸«-³å»÷Lv4-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,99.9
11203020,¸«-³å»÷Lv4-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,139.86
11203021,¸«-³å»÷Lv4-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,139.86
11203030,¸«-³å»÷Lv4-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,159.84
11203031,¸«-³å»÷Lv4-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,159.84
11203040,¸«-³å»÷Lv4-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,179.83
11204010,¸«-³å»÷Lv5-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,114.35
11204011,¸«-³å»÷Lv5-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,114.35
11204020,¸«-³å»÷Lv5-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,160.09
11204021,¸«-³å»÷Lv5-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,160.09
11204030,¸«-³å»÷Lv5-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,182.96
11204031,¸«-³å»÷Lv5-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,182.96
11204040,¸«-³å»÷Lv5-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,205.83
11205010,¸«-³å»÷Lv6-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,156.37
11205011,¸«-³å»÷Lv6-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,156.37
11205020,¸«-³å»÷Lv6-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,218.91
11205021,¸«-³å»÷Lv6-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,218.91
11205030,¸«-³å»÷Lv6-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,250.19
11205031,¸«-³å»÷Lv6-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,250.19
11205040,¸«-³å»÷Lv6-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,281.46
11206010,¸«-³å»÷Lv7-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,170.33
11206011,¸«-³å»÷Lv7-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,170.33
11206020,¸«-³å»÷Lv7-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,238.46
11206021,¸«-³å»÷Lv7-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,238.46
11206030,¸«-³å»÷Lv7-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,272.53
11206031,¸«-³å»÷Lv7-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,272.53
11206040,¸«-³å»÷Lv7-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,306.6
11207010,¸«-³å»÷Lv8-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,227.15
11207011,¸«-³å»÷Lv8-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,227.15
11207020,¸«-³å»÷Lv8-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,318.02
11207021,¸«-³å»÷Lv8-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,318.02
11207030,¸«-³å»÷Lv8-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,363.45
11207031,¸«-³å»÷Lv8-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,363.45
11207040,¸«-³å»÷Lv8-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,408.88
11208010,¸«-³å»÷Lv9-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,241.5
11208011,¸«-³å»÷Lv9-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,241.5
11208020,¸«-³å»÷Lv9-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,338.1
11208021,¸«-³å»÷Lv9-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,338.1
11208030,¸«-³å»÷Lv9-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,386.4
11208031,¸«-³å»÷Lv9-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,386.4
11208040,¸«-³å»÷Lv9-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,434.7
11209010,¸«-³å»÷Lv10-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,316.32
11209011,¸«-³å»÷Lv10-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,316.32
11209020,¸«-³å»÷Lv10-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,442.84
11209021,¸«-³å»÷Lv10-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,442.84
11209030,¸«-³å»÷Lv10-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,506.11
11209031,¸«-³å»÷Lv10-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,506.11
11209040,¸«-³å»÷Lv10-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,569.37
11210010,¸«-³å»÷Lv11-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,330.2
11210011,¸«-³å»÷Lv11-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,330.2
11210020,¸«-³å»÷Lv11-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,462.29
11210021,¸«-³å»÷Lv11-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,462.29
11210030,¸«-³å»÷Lv11-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,528.33
11210031,¸«-³å»÷Lv11-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,528.33
11210040,¸«-³å»÷Lv11-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,594.37
11211010,¸«-³å»÷Lv12-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,426.31
11211011,¸«-³å»÷Lv12-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,426.31
11211020,¸«-³å»÷Lv12-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,596.83
11211021,¸«-³å»÷Lv12-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,596.83
11211030,¸«-³å»÷Lv12-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,682.09
11211031,¸«-³å»÷Lv12-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,682.09
11211040,¸«-³å»÷Lv12-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,767.36
11212010,¸«-³å»÷Lv13-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,440.92
11212011,¸«-³å»÷Lv13-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,440.92
11212020,¸«-³å»÷Lv13-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,617.29
11212021,¸«-³å»÷Lv13-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,617.29
11212030,¸«-³å»÷Lv13-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,705.48
11212031,¸«-³å»÷Lv13-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,705.48
11212040,¸«-³å»÷Lv13-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,793.66
11213010,¸«-³å»÷Lv14-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,546.25
11213011,¸«-³å»÷Lv14-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,546.25
11213020,¸«-³å»÷Lv14-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,764.75
11213021,¸«-³å»÷Lv14-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,764.75
11213030,¸«-³å»÷Lv14-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,873.99
11213031,¸«-³å»÷Lv14-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,873.99
11213040,¸«-³å»÷Lv14-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,983.24
11214010,¸«-³å»÷Lv15-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,560.55
11214011,¸«-³å»÷Lv15-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,560.55
11214020,¸«-³å»÷Lv15-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,784.77
11214021,¸«-³å»÷Lv15-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,784.77
11214030,¸«-³å»÷Lv15-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,896.88
11214031,¸«-³å»÷Lv15-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,896.88
11214040,¸«-³å»÷Lv15-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1008.99
11215010,¸«-³å»÷Lv16-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,674.52
11215011,¸«-³å»÷Lv16-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,674.52
11215020,¸«-³å»÷Lv16-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,944.33
11215021,¸«-³å»÷Lv16-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,944.33
11215030,¸«-³å»÷Lv16-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1079.24
11215031,¸«-³å»÷Lv16-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1079.24
11215040,¸«-³å»÷Lv16-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1214.14
11216010,¸«-³å»÷Lv17-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,689.93
11216011,¸«-³å»÷Lv17-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,689.93
11216020,¸«-³å»÷Lv17-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,965.9
11216021,¸«-³å»÷Lv17-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,965.9
11216030,¸«-³å»÷Lv17-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1103.89
11216031,¸«-³å»÷Lv17-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1103.89
11216040,¸«-³å»÷Lv17-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1241.87
11217010,¸«-³å»÷Lv18-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,812.37
11217011,¸«-³å»÷Lv18-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,812.37
11217020,¸«-³å»÷Lv18-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1137.32
11217021,¸«-³å»÷Lv18-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1137.32
11217030,¸«-³å»÷Lv18-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1299.79
11217031,¸«-³å»÷Lv18-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1299.79
11217040,¸«-³å»÷Lv18-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1462.27
11218010,¸«-³å»÷Lv19-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,827.54
11218011,¸«-³å»÷Lv19-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,827.54
11218020,¸«-³å»÷Lv19-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1158.56
11218021,¸«-³å»÷Lv19-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1158.56
11218030,¸«-³å»÷Lv19-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1324.07
11218031,¸«-³å»÷Lv19-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1324.07
11218040,¸«-³å»÷Lv19-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1489.58
11219010,¸«-³å»÷Lv20-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,958.25
11219011,¸«-³å»÷Lv20-2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,958.25
11219020,¸«-³å»÷Lv20-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1341.55
11219021,¸«-³å»÷Lv20-3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1341.55
11219030,¸«-³å»÷Lv20-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1533.2
11219031,¸«-³å»÷Lv20-4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1533.2
11219040,¸«-³å»÷Lv20-5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,0,0,0,0,0,0,0,0,1724.85
#Ö÷½Ç-½£,,,,,,,,,,,,,,,,,,,,,
12000000,½£-ÆÕÍ¨1,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.3,0,-1,-1,-1,-1,-1,-1
12000010,½£-ÆÕÍ¨2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.3,0,-1,-1,-1,-1,-1,-1
12000011,½£-ÆÕÍ¨2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.3,0,-1,-1,-1,-1,-1,-1
12000020,½£-ÆÕÍ¨3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.3,0,-1,-1,-1,-1,-1,-1
12000021,½£-ÆÕÍ¨3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.3,0,-1,-1,-1,-1,-1,-1
12000022,½£-ÆÕÍ¨3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.3,0,-1,-1,-1,-1,-1,-1
12000030,½£-ÆÕÍ¨4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.5,0,-1,-1,-1,-1,-1,-1
12000031,½£-ÆÕÍ¨4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.5,0,-1,-1,-1,-1,-1,-1
12000032,½£-ÆÕÍ¨4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.5,0,-1,-1,-1,-1,-1,-1
12000033,½£-ÆÕÍ¨4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.5,0,-1,-1,-1,-1,-1,-1
12000034,½£-ÆÕÍ¨4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.5,0,-1,-1,-1,-1,-1,-1
12000035,½£-ÆÕÍ¨4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.5,0,-1,-1,-1,-1,-1,-1
12000036,½£-ÆÕÍ¨4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.5,0,-1,-1,-1,-1,-1,-1
12000040,½£-ÆÕÍ¨5,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.6,0,-1,-1,-1,-1,-1,-1
12100001,½£-ÉÁ±Ü,,,-1,-1,0,-1,-1,-1,1,SkillImpactScript_NoTrigger,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12300010,½£-Ç°³å2,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.2,0,-1,-1,-1,-1,-1,-1
12300011,½£-Ç°³å3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.2,0,-1,-1,-1,-1,-1,-1
12300012,½£-Ç°³å3,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.2,0,-1,-1,-1,-1,-1,-1
12300013,½£-Ç°³å4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.2,0,-1,-1,-1,-1,-1,-1
12300014,½£-Ç°³å4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.2,0,-1,-1,-1,-1,-1,-1
12300015,½£-Ç°³å4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.2,0,-1,-1,-1,-1,-1,-1
12300016,½£-Ç°³å4,,,-1,-1,0,-1,-1,-1,0,SkillImpactScript_Damage,1,1,0.2,0,-1,-1,-1,-1,-1,-1
