"Id
===
Id
===
int-c","名字
===
Name
===
string-c","描述
===
Desc
===
string-c","图像512
===
Icon512
===
string-c","图像256
===
Icon256
===
string-c","图像128
===
Icon128
===
string-c","图像64
===
Icon64
===
string-c","图像32
===
Icon32
===
string-c","模型主题文件
===
ModelBodyFile
===
string-c","模型网格文件
===
ModelMeshFile
===
string-c","材质文件0
===
MaterialFiles0
===
string-c","材质文件1
===
MaterialFiles1
===
string-c","材质文件2
===
MaterialFiles2
===
string-c","特效0.特效挂载点
===
Effects0.Point
===
string-c","特效0.特效文件
===
Effects0.File
===
string-c","特效1.特效挂载点
===
Effects1.Point
===
string-c","特效1.特效文件
===
Effects1.File
===
string-c","特效2.特效挂载点
===
Effects2.Point
===
string-c","特效2.特效文件
===
Effects2.File
===
string-c","缩放百分比
===
ScalePercent
===
float-c","模型长度
===
Lenght
===
float-c","模型宽度
===
Width
===
float-c","模型高度
===
Hight
===
float-c","动作ID
===
ActionId
===
int-c","移动半径
===
NavRange
===
float-c","碰撞半径
===
ColliderRange
===
float-c","碰撞高度
===
ColliderHight
===
float-c","被击音效0
===
BeHitSound0
===
int-c","被击音效1
===
BeHitSound1
===
int-c","被击音效2
===
BeHitSound2
===
int-c","被击音效3
===
BeHitSound3
===
int-c","行走音效
===
MoveSound
===
int-c"
3034,净罪斩斧,,Weapon_3034,Weapon_3034,Weapon_3034,Weapon_3034,Weapon_3034,Weapon_HW_11_SM,,Weapon_HW_11,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3035,针牙割喉者,,Weapon_3035,Weapon_3035,Weapon_3035,Weapon_3035,Weapon_3035,Weapon_HW_12_SM,,Weapon_HW_12,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3036,死亡之源 ,,Weapon_3036,Weapon_3036,Weapon_3036,Weapon_3036,Weapon_3036,Weapon_HW_01_SM,,Weapon_HW_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3037,重生风暴,,Weapon_3037,Weapon_3037,Weapon_3037,Weapon_3037,Weapon_3037,Weapon_HW_02_SM,,Weapon_HW_02,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3038,地狱咆哮,,Weapon_3038,Weapon_3038,Weapon_3038,Weapon_3038,Weapon_3038,Weapon_HW_03_SM,,Weapon_HW_03,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3039,月光击碎者,,Weapon_3039,Weapon_3039,Weapon_3039,Weapon_3039,Weapon_3039,Weapon_HW_04_SM,,Weapon_HW_04,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3040,恐惧先驱 ,,Weapon_3040,Weapon_3040,Weapon_3040,Weapon_3040,Weapon_3040,Weapon_HW_05_SM,,Weapon_HW_05,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3041,亵渎之影,,Weapon_3041,Weapon_3041,Weapon_3041,Weapon_3041,Weapon_3041,Weapon_HW_06_SM,,Weapon_HW_06,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3042,缚灵斩斧,,Weapon_3042,Weapon_3042,Weapon_3042,Weapon_3042,Weapon_3042,Weapon_HW_07_SM,,Weapon_HW_07,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3043,新月斩斧,,Weapon_3043,Weapon_3043,Weapon_3043,Weapon_3043,Weapon_3043,Weapon_HW_08_SM,,Weapon_HW_08,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3044,灵液斩斧,,Weapon_3044,Weapon_3044,Weapon_3044,Weapon_3044,Weapon_3044,Weapon_HW_09_SM,,Weapon_HW_09,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3045,骞花斩斧,,Weapon_3045,Weapon_3045,Weapon_3045,Weapon_3045,Weapon_3045,Weapon_HW_10_SM,,Weapon_HW_10,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3046,冰封斩斧,,Weapon_3046,Weapon_3046,Weapon_3046,Weapon_3046,Weapon_3046,Weapon_HW_11_SM,,Weapon_HW_11,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3047,地狱斩斧,,Weapon_3047,Weapon_3047,Weapon_3047,Weapon_3047,Weapon_3047,Weapon_HW_12_SM,,Weapon_HW_12,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3048,碎甲斩斧,,Weapon_3048,Weapon_3048,Weapon_3048,Weapon_3048,Weapon_3048,Weapon_HW_01_SM,,Weapon_HW_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3049,裂地末日,,Weapon_3049,Weapon_3049,Weapon_3049,Weapon_3049,Weapon_3049,Weapon_HW_02_SM,,Weapon_HW_02,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3050,地狱屠杀,,Weapon_3050,Weapon_3050,Weapon_3050,Weapon_3050,Weapon_3050,Weapon_HW_03_SM,,Weapon_HW_03,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3051,微光破坏,,Weapon_3031,Weapon_3031,Weapon_3031,Weapon_3031,Weapon_3031,Weapon_HW_04_SM,,Weapon_HW_04,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3052,嗜血审判,,Weapon_3032,Weapon_3032,Weapon_3032,Weapon_3032,Weapon_3032,Weapon_HW_05_SM,,Weapon_HW_05,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3053,影之哀伤,,Weapon_3033,Weapon_3033,Weapon_3033,Weapon_3033,Weapon_3033,Weapon_HW_06_SM,,Weapon_HW_06,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3054,白骨裁决,,Weapon_3034,Weapon_3034,Weapon_3034,Weapon_3034,Weapon_3034,Weapon_HW_07_SM,,Weapon_HW_07,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3055,战争使者,,Weapon_3035,Weapon_3035,Weapon_3035,Weapon_3035,Weapon_3035,Weapon_HW_08_SM,,Weapon_HW_08,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3056,亵渎斩斧,,Weapon_3036,Weapon_3036,Weapon_3036,Weapon_3036,Weapon_3036,Weapon_HW_09_SM,,Weapon_HW_09,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3057,先驱斩斧,,Weapon_3037,Weapon_3037,Weapon_3037,Weapon_3037,Weapon_3037,Weapon_HW_10_SM,,Weapon_HW_10,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3058,恐惧斩斧,,Weapon_3038,Weapon_3038,Weapon_3038,Weapon_3038,Weapon_3038,Weapon_HW_11_SM,,Weapon_HW_11,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3059,觅血斩斧,,Weapon_3039,Weapon_3039,Weapon_3039,Weapon_3039,Weapon_3039,Weapon_HW_12_SM,,Weapon_HW_12,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3060,雕刻斩斧,,Weapon_3040,Weapon_3040,Weapon_3040,Weapon_3040,Weapon_3040,Weapon_HW_01_SM,,Weapon_HW_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3061,末殇斩斧,,Weapon_3041,Weapon_3041,Weapon_3041,Weapon_3041,Weapon_3041,Weapon_HW_02_SM,,Weapon_HW_02,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3062,牺牲斩斧,,Weapon_3042,Weapon_3042,Weapon_3042,Weapon_3042,Weapon_3042,Weapon_HW_03_SM,,Weapon_HW_03,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3063,荣耀斩斧,,Weapon_3043,Weapon_3043,Weapon_3043,Weapon_3043,Weapon_3043,Weapon_HW_04_SM,,Weapon_HW_04,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3064,公正使者 ,,Weapon_3044,Weapon_3044,Weapon_3044,Weapon_3044,Weapon_3044,Weapon_HW_05_SM,,Weapon_HW_05,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3065,屠灵抉择 ,,Weapon_3045,Weapon_3045,Weapon_3045,Weapon_3045,Weapon_3045,Weapon_HW_06_SM,,Weapon_HW_06,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3066,舐血者之怒,,Weapon_3046,Weapon_3046,Weapon_3046,Weapon_3046,Weapon_3046,Weapon_HW_07_SM,,Weapon_HW_07,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3067,死亡之咬,,Weapon_3047,Weapon_3047,Weapon_3047,Weapon_3047,Weapon_3047,Weapon_HW_08_SM,,Weapon_HW_08,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3068,泰坦开天,,Weapon_3048,Weapon_3048,Weapon_3048,Weapon_3048,Weapon_3048,Weapon_HW_09_SM,,Weapon_HW_09,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3069,将军末日,,Weapon_3049,Weapon_3049,Weapon_3049,Weapon_3049,Weapon_3049,Weapon_HW_10_SM,,Weapon_HW_10,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3070,血吼遗产,,Weapon_3050,Weapon_3050,Weapon_3050,Weapon_3050,Weapon_3050,Weapon_HW_11_SM,,Weapon_HW_11,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3071,亵渎先兆,,Weapon_3050,Weapon_3050,Weapon_3050,Weapon_3050,Weapon_3050,Weapon_HW_12_SM,,Weapon_HW_12,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3500,桃木剑,,Weapon_3500,Weapon_3500,Weapon_3500,Weapon_3500,Weapon_3500,Weapon_S_01_SM,,Weapon_S_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3501,镀铜剑,,Weapon_3501,Weapon_3501,Weapon_3501,Weapon_3501,Weapon_3501,Weapon_S_02_SM,,Weapon_S_02,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3502,军机剑,,Weapon_3502,Weapon_3502,Weapon_3502,Weapon_3502,Weapon_3502,Weapon_S_03_SM,,Weapon_S_03,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3503,斗士剑,,Weapon_3503,Weapon_3503,Weapon_3503,Weapon_3503,Weapon_3503,Weapon_S_04_SM,,Weapon_S_04,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3504,支配剑,,Weapon_3504,Weapon_3504,Weapon_3504,Weapon_3504,Weapon_3504,Weapon_S_05_SM,,Weapon_S_05,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3505,唤雷剑,,Weapon_3505,Weapon_3505,Weapon_3505,Weapon_3505,Weapon_3505,Weapon_S_06_SM,,Weapon_S_06,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3506,火棘剑,,Weapon_3506,Weapon_3506,Weapon_3506,Weapon_3506,Weapon_3506,Weapon_S_07_SM,,Weapon_S_07,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3507,斩心剑,,Weapon_3507,Weapon_3507,Weapon_3507,Weapon_3507,Weapon_3507,Weapon_S_08_SM,,Weapon_S_08,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3508,守护之剑,,Weapon_3508,Weapon_3508,Weapon_3508,Weapon_3508,Weapon_3508,Weapon_S_09_SM,,Weapon_S_09,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3509,迅捷之剑,,Weapon_3509,Weapon_3509,Weapon_3509,Weapon_3509,Weapon_3509,Weapon_S_10_SM,,Weapon_S_10,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3510,角斗之剑,,Weapon_3510,Weapon_3510,Weapon_3510,Weapon_3510,Weapon_3510,Weapon_S_11_SM,,Weapon_S_11,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3511,蛮人之剑,,Weapon_3511,Weapon_3511,Weapon_3511,Weapon_3511,Weapon_3511,Weapon_S_12_SM,,Weapon_S_12,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3512,云瀑之剑,,Weapon_3512,Weapon_3512,Weapon_3512,Weapon_3512,Weapon_3512,Weapon_S_01_SM,,Weapon_S_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3513,千创之剑,,Weapon_3513,Weapon_3513,Weapon_3513,Weapon_3513,Weapon_3513,Weapon_S_02_SM,,Weapon_S_02,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3514,朱鹤之剑,,Weapon_3514,Weapon_3514,Weapon_3514,Weapon_3514,Weapon_3514,Weapon_S_03_SM,,Weapon_S_03,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3515,卫士剑,,Weapon_3515,Weapon_3515,Weapon_3515,Weapon_3515,Weapon_3515,Weapon_S_04_SM,,Weapon_S_04,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3516,重生剑,,Weapon_3516,Weapon_3516,Weapon_3516,Weapon_3516,Weapon_3516,Weapon_S_05_SM,,Weapon_S_05,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3517,琥珀剑,,Weapon_3517,Weapon_3517,Weapon_3517,Weapon_3517,Weapon_3517,Weapon_S_06_SM,,Weapon_S_06,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3518,掠天之剑,,Weapon_3518,Weapon_3518,Weapon_3518,Weapon_3518,Weapon_3518,Weapon_S_07_SM,,Weapon_S_07,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3519,火焰之剑,,Weapon_3519,Weapon_3519,Weapon_3519,Weapon_3519,Weapon_3519,Weapon_S_08_SM,,Weapon_S_08,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3520,摧心之剑,,Weapon_3520,Weapon_3520,Weapon_3520,Weapon_3520,Weapon_3520,Weapon_S_09_SM,,Weapon_S_09,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3521,菁华之剑,,Weapon_3521,Weapon_3521,Weapon_3521,Weapon_3521,Weapon_3521,Weapon_S_10_SM,,Weapon_S_10,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3522,毒心之剑,,Weapon_3522,Weapon_3522,Weapon_3522,Weapon_3522,Weapon_3522,Weapon_S_11_SM,,Weapon_S_11,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3523,安详之剑,,Weapon_3523,Weapon_3523,Weapon_3523,Weapon_3523,Weapon_3523,Weapon_S_12_SM,,Weapon_S_12,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3524,雕刻之剑,,Weapon_3524,Weapon_3524,Weapon_3524,Weapon_3524,Weapon_3524,Weapon_S_01_SM,,Weapon_S_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3525,尖啸剑,,Weapon_3525,Weapon_3525,Weapon_3525,Weapon_3525,Weapon_3525,Weapon_S_02_SM,,Weapon_S_02,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3526,怨恨剑,,Weapon_3526,Weapon_3526,Weapon_3526,Weapon_3526,Weapon_3526,Weapon_S_03_SM,,Weapon_S_03,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3527,垂心剑,,Weapon_3527,Weapon_3527,Weapon_3527,Weapon_3527,Weapon_3527,Weapon_S_04_SM,,Weapon_S_04,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3528,仪式之剑,,Weapon_3528,Weapon_3528,Weapon_3528,Weapon_3528,Weapon_3528,Weapon_S_05_SM,,Weapon_S_05,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3529,嵌花之剑,,Weapon_3529,Weapon_3529,Weapon_3529,Weapon_3529,Weapon_3529,Weapon_S_06_SM,,Weapon_S_06,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3530,幽冥之剑,,Weapon_3530,Weapon_3530,Weapon_3530,Weapon_3530,Weapon_3530,Weapon_S_07_SM,,Weapon_S_07,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3531,锻铁之剑,,Weapon_3531,Weapon_3531,Weapon_3531,Weapon_3531,Weapon_3531,Weapon_S_08_SM,,Weapon_S_08,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3532,冰河之剑,,Weapon_3532,Weapon_3532,Weapon_3532,Weapon_3532,Weapon_3532,Weapon_S_09_SM,,Weapon_S_09,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3533,墨鳄之剑,,Weapon_3533,Weapon_3533,Weapon_3533,Weapon_3533,Weapon_3533,Weapon_S_10_SM,,Weapon_S_10,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3534,锋刃之剑,,Weapon_3534,Weapon_3534,Weapon_3534,Weapon_3534,Weapon_3534,Weapon_S_11_SM,,Weapon_S_11,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3535,燃钢破咒者,,Weapon_3535,Weapon_3535,Weapon_3535,Weapon_3535,Weapon_3535,Weapon_S_12_SM,,Weapon_S_12,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3536,铁卫,,Weapon_3536,Weapon_3536,Weapon_3536,Weapon_3536,Weapon_3536,Weapon_S_01_SM,,Weapon_S_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3537,灵魂利刃,,Weapon_3537,Weapon_3537,Weapon_3537,Weapon_3537,Weapon_3537,Weapon_S_02_SM,,Weapon_S_02,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3538,暮光之牙,,Weapon_3538,Weapon_3538,Weapon_3538,Weapon_3538,Weapon_3538,Weapon_S_03_SM,,Weapon_S_03,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3539,熔岩之脊,,Weapon_3539,Weapon_3539,Weapon_3539,Weapon_3539,Weapon_3539,Weapon_S_04_SM,,Weapon_S_04,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3540,斩首者,,Weapon_3540,Weapon_3540,Weapon_3540,Weapon_3540,Weapon_3540,Weapon_S_05_SM,,Weapon_S_05,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3541,火山之刺,,Weapon_3541,Weapon_3541,Weapon_3541,Weapon_3541,Weapon_3541,Weapon_S_06_SM,,Weapon_S_06,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3542,镶玉之剑,,Weapon_3542,Weapon_3542,Weapon_3542,Weapon_3542,Weapon_3542,Weapon_S_07_SM,,Weapon_S_07,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3543,荣耀之剑,,Weapon_3543,Weapon_3543,Weapon_3543,Weapon_3543,Weapon_3543,Weapon_S_08_SM,,Weapon_S_08,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3544,刚烈之剑,,Weapon_3544,Weapon_3544,Weapon_3544,Weapon_3544,Weapon_3544,Weapon_S_09_SM,,Weapon_S_09,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3545,黑暗之剑,,Weapon_3545,Weapon_3545,Weapon_3545,Weapon_3545,Weapon_3545,Weapon_S_10_SM,,Weapon_S_10,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3546,风源之剑,,Weapon_3546,Weapon_3546,Weapon_3546,Weapon_3546,Weapon_3546,Weapon_S_11_SM,,Weapon_S_11,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3547,七星之剑,,Weapon_3547,Weapon_3547,Weapon_3547,Weapon_3547,Weapon_3547,Weapon_S_12_SM,,Weapon_S_12,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3548,恶孽之剑,,Weapon_3548,Weapon_3548,Weapon_3548,Weapon_3548,Weapon_3548,Weapon_S_01_SM,,Weapon_S_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3549,变节之咬,,Weapon_3549,Weapon_3549,Weapon_3549,Weapon_3549,Weapon_3549,Weapon_S_02_SM,,Weapon_S_02,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3550,汲魂者,,Weapon_3550,Weapon_3550,Weapon_3550,Weapon_3550,Weapon_3550,Weapon_S_03_SM,,Weapon_S_03,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3551,火焰卫士,,Weapon_3551,Weapon_3551,Weapon_3551,Weapon_3551,Weapon_3551,Weapon_S_04_SM,,Weapon_S_04,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3552,邪恶切割者,,Weapon_3552,Weapon_3552,Weapon_3552,Weapon_3552,Weapon_3552,Weapon_S_05_SM,,Weapon_S_05,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3553,黑暗之皮,,Weapon_3553,Weapon_3553,Weapon_3553,Weapon_3553,Weapon_3553,Weapon_S_06_SM,,Weapon_S_06,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3554,恐惧化身,,Weapon_3554,Weapon_3554,Weapon_3554,Weapon_3554,Weapon_3554,Weapon_S_07_SM,,Weapon_S_07,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3555,烈焰铁穹,,Weapon_3555,Weapon_3555,Weapon_3555,Weapon_3555,Weapon_3555,Weapon_S_08_SM,,Weapon_S_08,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3556,冷漠之剑,,Weapon_3556,Weapon_3556,Weapon_3556,Weapon_3556,Weapon_3556,Weapon_S_09_SM,,Weapon_S_09,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3557,暴怒之剑,,Weapon_3557,Weapon_3557,Weapon_3557,Weapon_3557,Weapon_3557,Weapon_S_10_SM,,Weapon_S_10,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3558,地狱之剑,,Weapon_3558,Weapon_3558,Weapon_3558,Weapon_3558,Weapon_3558,Weapon_S_11_SM,,Weapon_S_11,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3559,毁灭之剑,,Weapon_3559,Weapon_3559,Weapon_3559,Weapon_3559,Weapon_3559,Weapon_S_12_SM,,Weapon_S_12,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3560,咆哮之剑,,Weapon_3560,Weapon_3560,Weapon_3560,Weapon_3560,Weapon_3560,Weapon_S_01_SM,,Weapon_S_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3561,灵魂之剑,,Weapon_3561,Weapon_3561,Weapon_3561,Weapon_3561,Weapon_3561,Weapon_S_02_SM,,Weapon_S_02,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3562,傲陨之剑,,Weapon_3562,Weapon_3562,Weapon_3562,Weapon_3562,Weapon_3562,Weapon_S_03_SM,,Weapon_S_03,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3563,燃魂之剑,,Weapon_3563,Weapon_3563,Weapon_3563,Weapon_3563,Weapon_3563,Weapon_S_04_SM,,Weapon_S_04,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3564,韶天魔法,,Weapon_3544,Weapon_3544,Weapon_3544,Weapon_3544,Weapon_3544,Weapon_S_05_SM,,Weapon_S_05,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3565,织魔者,,Weapon_3545,Weapon_3545,Weapon_3545,Weapon_3545,Weapon_3545,Weapon_S_06_SM,,Weapon_S_06,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3566,地狱毁灭,,Weapon_3546,Weapon_3546,Weapon_3546,Weapon_3546,Weapon_3546,Weapon_S_07_SM,,Weapon_S_07,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3567,冰封地狱,,Weapon_3547,Weapon_3547,Weapon_3547,Weapon_3547,Weapon_3547,Weapon_S_08_SM,,Weapon_S_08,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3568,风暴镇压者,,Weapon_3548,Weapon_3548,Weapon_3548,Weapon_3548,Weapon_3548,Weapon_S_09_SM,,Weapon_S_09,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3569,碎星者,,Weapon_3549,Weapon_3549,Weapon_3549,Weapon_3549,Weapon_3549,Weapon_S_10_SM,,Weapon_S_10,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
3570,狮心斩杀,,Weapon_3550,Weapon_3550,Weapon_3550,Weapon_3550,Weapon_3550,Weapon_S_11_SM,,Weapon_S_11,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
